id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
workday:intel:/job/Malaysia-Penang/Intern-System-Software-Development-Engineer_JR0286955,Intel,Intern System Software Development Engineer,Not stated,True,,Internship,,Software,"Malaysia, Penang",unknown,4758,,Python; C#; SQL; Angular; Kubernetes; PostgreSQL,2026-09-07T00:00:00Z,date_only,2026-09-07T14:31:03Z,https://intel.wd1.myworkdayjobs.com/external/job/Malaysia-Penang/Intern-System-Software-Development-Engineer_JR0286955
workday:micron:/job/Fab-10NX-Singapore/Intern---NAND-Product-Engineering---Probe-AI-ML_JR110821,Micron Technology,Intern - NAND Product Engineering - Probe AI/ML,Not stated,True,,Internship,,Data & ML/AI,"Fab 10N/X, Singapore",unknown,489,,Python; PyTorch; TensorFlow; scikit-learn; Pandas; LLMs; AWS; Azure,2026-09-07T00:00:00Z,date_only,2026-09-07T04:45:06Z,https://micron.wd1.myworkdayjobs.com/External/job/Fab-10NX-Singapore/Intern---NAND-Product-Engineering---Probe-AI-ML_JR110821
workday:pwc:/job/Singapore---Marina-One/Risk-Services---AI-Factory-Data-Scientist-Off-Cycle-Internship--Jan---Jun-27-_741280WD,PricewaterhouseCoopers (PwC),Risk Services - AI Factory Data Scientist Off-Cycle Internship (Jan - Jun 27),Not stated,True,,Internship,,Data & ML/AI,Singapore - Marina One,unknown,,,Python; Java; C++; LLMs,2026-09-07T00:00:00Z,date_only,2026-09-07T14:31:03Z,https://pwc.wd3.myworkdayjobs.com/Global_Campus_Careers/job/Singapore---Marina-One/Risk-Services---AI-Factory-Data-Scientist-Off-Cycle-Internship--Jan---Jun-27-_741280WD
smartrecruiters:BoschGroup:744000147398230,Bosch,[BD] AI Software QA Intern (Next-Gen & AI-Driven Testing | 6-month Internship),Not stated,True,,Internship,,Data & ML/AI,"Ho Chi Minh, , Vietnam",unknown,188,,Python; TypeScript; SQL; LLMs; Azure; Git; Selenium,2026-09-04T01:49:56.802Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000147398230
smartrecruiters:BoschGroup:744000147458139,Bosch,[SX/BSV-VN] Embedded Test Engineer Intern,Not stated,True,,Internship,,Software,"Ha Noi, , Vietnam",unknown,188,,Python; Linux,2026-09-04T09:03:51.813Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000147458139
workday:intel:/job/Malaysia-Penang/Intern-System-Software-Development-Engineer_JR0286937,Intel,Intern System Software Development Engineer,Not stated,True,,Internship,,Software,"Malaysia, Penang",unknown,4758,,Python; C#; SQL; Angular; Kubernetes; PostgreSQL,2026-09-04T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://intel.wd1.myworkdayjobs.com/external/job/Malaysia-Penang/Intern-System-Software-Development-Engineer_JR0286937
workday:mastercard:/job/Singapore/Software-Engineer-Intern--Summer-2027---Singapore_R-287574,Mastercard,"Software Engineer Intern, Summer 2027 - Singapore",Summer 2027,False,,Internship,,Software,Singapore,unknown,,,Python; Java; C#; JavaScript; Git,2026-09-04T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://mastercard.wd1.myworkdayjobs.com/Campus/job/Singapore/Software-Engineer-Intern--Summer-2027---Singapore_R-287574
workday:tencent:/job/Singapore-CapitaSky/Data-Science-Intern--Analytics---6-month-internship_R107974,Tencent,"Data Science Intern (Analytics), 6-month internship",Not stated,True,,Internship,,Data & ML/AI,Singapore-CapitaSky,unknown,,,Python; SQL; LLMs,2026-09-04T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Data-Science-Intern--Analytics---6-month-internship_R107974
workday:thales:/job/Singapore/Software-Development-and-Integration-Engineer--Intern-_R0339158,Thales,Software Development and Integration Engineer (Intern),Not stated,True,,Internship,,Software,Singapore,unknown,,,Java; TypeScript; Angular; HTML/CSS; Spring; Kubernetes; Git; Kafka,2026-09-04T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://thales.wd3.myworkdayjobs.com/careers/job/Singapore/Software-Development-and-Integration-Engineer--Intern-_R0339158
smartrecruiters:BoschGroup:744000147157559,Bosch,[BD] OutSystems Developer Intern,Not stated,True,,Internship,,Software,"Ha Noi, , Vietnam",unknown,188,,JavaScript; LLMs,2026-09-03T06:29:30.140Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000147157559
smartrecruiters:BoschGroup:744000147157639,Bosch,[BD] AI Engineer Intern (6-month fulltime Internship),Not stated,True,,Internship,,Data & ML/AI,"Ho Chi Minh, , Vietnam",unknown,188,,Python; LLMs; Git,2026-09-03T06:30:15.741Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000147157639
workday:thales:/job/Singapore/Software-Engineer-Intern---Middleware--IBS-_R0334782,Thales,Software Engineer Intern - Middleware (IBS),Not stated,True,,Internship,,Software,Singapore,unknown,,,Java; Swift; Kotlin,2026-09-02T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://thales.wd3.myworkdayjobs.com/careers/job/Singapore/Software-Engineer-Intern---Middleware--IBS-_R0334782
greenhouse:towerresearchcapital:8168750,Tower Research Capital,"Quantitative Researcher Intern, Bachelor's or Master's",Not stated,True,,Internship,,Quant,"Singapore, Hong Kong, Shanghai, Sydney",unknown,38,,Python; C++; Linux,2026-09-01T00:09:32-04:00,exact,2026-09-06T08:57:42Z,https://www.tower-research.com/open-positions/?gh_jid=8168750
workday:mufgub:/job/Singapore-Office-OCC/Cybersecurity-Awareness---Training-Intern_10078999-WD,Mufgub,Cybersecurity Awareness & Training Intern,Not stated,True,,Internship,,Security,Singapore Office OCC,unknown,,,,2026-09-01T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://mufgub.wd3.myworkdayjobs.com/MUFG-EarlyCareers/job/Singapore-Office-OCC/Cybersecurity-Awareness---Training-Intern_10078999-WD
workday:intel:/job/Malaysia-Kulim/IFA-Software-Development-Engineer-Intern_JR0286728,Intel,IFA Software Development Engineer Intern,Not stated,True,,Internship,,Software,"Malaysia, Kulim",unknown,4758,,Python; C#,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://intel.wd1.myworkdayjobs.com/external/job/Malaysia-Kulim/IFA-Software-Development-Engineer-Intern_JR0286728
workday:marinabaysands:/job/Marina-Bay-Sands-Singapore/Intern--Cyber-Security_JR10000208,Marinabaysands,"Intern, Cyber Security",Not stated,True,,Internship,,Security,"Marina Bay Sands, Singapore",unknown,,,,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://marinabaysands.wd102.myworkdayjobs.com/external/job/Marina-Bay-Sands-Singapore/Intern--Cyber-Security_JR10000208
workday:marinabaysands:/job/Perennial-Business-City-Singapore/Intern--Developer--Middleware-_JR10007967,Marinabaysands,"Intern, Developer (Middleware)",Not stated,True,,Internship,,Software,"Perennial Business City, Singapore",unknown,,,Java; SQL; Spring; Git; Kafka,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://marinabaysands.wd102.myworkdayjobs.com/external/job/Perennial-Business-City-Singapore/Intern--Developer--Middleware-_JR10007967
workday:marinabaysands:/job/Perennial-Business-City-Singapore/Intern--Developer-AI_JR10007970,Marinabaysands,"Intern, Developer A.I",Not stated,True,,Internship,,Software,"Perennial Business City, Singapore",unknown,,,Python; Java; C#; JavaScript; SQL; LLMs; Azure; Git,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://marinabaysands.wd102.myworkdayjobs.com/external/job/Perennial-Business-City-Singapore/Intern--Developer-AI_JR10007970
workday:marinabaysands:/job/Perennial-Business-City-Singapore/Intern--Developer-NET_JR10007965,Marinabaysands,"Intern, Developer .NET",Not stated,True,,Internship,,Software,"Perennial Business City, Singapore",unknown,,,C#; JavaScript; SQL; HTML/CSS; .NET; Azure; Git,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://marinabaysands.wd102.myworkdayjobs.com/external/job/Perennial-Business-City-Singapore/Intern--Developer-NET_JR10007965
workday:razer:/job/Singapore/Applied-AI-Intern--Voice-_JR2026007784,Razer,Applied AI Intern (Voice),Not stated,True,,Internship,,Data & ML/AI,Singapore,unknown,,,Python; SQL; LLMs; Node.js; Kubernetes; Docker,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://razer.wd3.myworkdayjobs.com/Careers/job/Singapore/Applied-AI-Intern--Voice-_JR2026007784
workday:razer:/job/Singapore/Applied-AI-Intern_JR2026007785,Razer,Applied AI Intern,Not stated,True,,Internship,,Data & ML/AI,Singapore,unknown,,,Python; SQL; LLMs; Computer Vision; Node.js; Kubernetes; Docker,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://razer.wd3.myworkdayjobs.com/Careers/job/Singapore/Applied-AI-Intern_JR2026007785
workday:swift:/job/Kuala-Lumpur-Malaysia/Site-Reliability-Engineering--SRE--Intern_2026-16467,Swift,Site Reliability Engineering (SRE) Intern,Not stated,True,,Internship,,Software,"Kuala Lumpur, Malaysia",unknown,33,,Swift; Tableau,2026-08-28T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://swift.wd3.myworkdayjobs.com/join-swift/job/Kuala-Lumpur-Malaysia/Site-Reliability-Engineering--SRE--Intern_2026-16467
oracle:jpmc.fa.oraclecloud.com:210783022,JPMorganChase,2027 Data & AI Program - Summer Internship - Singapore,Summer 2027,False,,Internship,,Data & ML/AI,"Singapore, Singapore",unknown,4656,,Python; SQL; LLMs; AWS; Databricks; Snowflake,2026-08-27,date_only,2026-09-17T13:41:02Z,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/210783022
smartrecruiters:BoschGroup:744000145938529,Bosch,[ETA] AI Engineer Intern (6-month fulltime Internship),Not stated,True,,Internship,,Data & ML/AI,"Tân Bình, Thành phố Hồ Chí Minh, Vietnam",unknown,188,,Python; C++; Git,2026-08-27T09:38:54.935Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000145938529
workday:trendmicro:/job/Manila/GRID-DEVOPS-INTERN_R0010148,Trend Micro,GRID DEVOPS INTERN,Not stated,True,,Internship,,Software,Manila,unknown,22,,,2026-08-27T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://trendmicro.wd3.myworkdayjobs.com/External/job/Manila/GRID-DEVOPS-INTERN_R0010148
smartrecruiters:BoschGroup:744000145655349,Bosch,"Intern, Data Analyst, Operations & Automation",Not stated,True,,Internship,,Data & ML/AI,"Singapore, , Singapore",unknown,188,,Python; SQL,2026-08-26T05:10:27.689Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000145655349
smartrecruiters:BoschGroup:744000145673389,Bosch,[BSV] Embedded Test Engineer Intern (Matlab/Simulink),Not stated,True,,Internship,,Software,"Ho Chi Minh, , Vietnam",unknown,188,,MATLAB; Python; C++,2026-08-26T07:45:30.500Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000145673389
smartrecruiters:BoschGroup:744000145684890,Bosch,[EBS] Embedded Engineer Intern (Matlab/Simulink),Not stated,True,,Internship,,Software,"Ho Chi Minh, , Vietnam",unknown,188,,MATLAB; Python; C++,2026-08-26T08:46:32.773Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000145684890
workday:hitachi:/job/Ho-Chi-Minh-City-Ho-Chi-Minh-Vietnam/Embedded-Internship_R0142038,Hitachi Energy,Embedded Engineering Software Internship,Not stated,True,,Internship,,Software,"Ho Chi Minh City, Ho Chi Minh, Vietnam",unknown,,,C++; Linux,2026-08-26T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://hitachi.wd1.myworkdayjobs.com/hitachi/job/Ho-Chi-Minh-City-Ho-Chi-Minh-Vietnam/Embedded-Internship_R0142038
greenhouse:applovin:4708448006,AppLovin,Mobile Engineering Intern (2027 Summer Internship),Summer 2027,False,,Internship,,Software,Singapore,unknown,40,,Java; Swift; Kotlin,2026-08-25T21:33:05-04:00,exact,2026-09-06T08:57:42Z,https://boards.greenhouse.io/applovin/jobs/4708448006?gh_jid=4708448006
greenhouse:applovin:4708449006,AppLovin,Backend Engineering Intern (2027 Summer Internship),Summer 2027,False,,Internship,,Software,Singapore,unknown,40,,Python; Java; Linux; Kafka; PostgreSQL; MongoDB; Redis,2026-08-25T21:32:52-04:00,exact,2026-09-06T08:57:42Z,https://boards.greenhouse.io/applovin/jobs/4708449006?gh_jid=4708449006
greenhouse:jumptrading:8027938,Jump Trading,Campus AI/ML Researcher (Intern),Not stated,True,,Internship,,Data & ML/AI,Hong Kong; Shanghai; Singapore,unknown,57,,Python; C++; PyTorch; TensorFlow,2026-08-24T03:43:03-04:00,exact,2026-09-06T08:57:42Z,https://www.jumptrading.com/hr/job?gh_jid=8027938
smartrecruiters:WesternDigital:744000145156358,Western Digital,Intern - AI Information Technology (Studying Master's and Bachelor Degree),Not stated,True,,Internship,,Data & ML/AI,"BangPa-in, PHRA NAKHON SI AYUTTHAYA, Thailand",unknown,,,Python; Java; C++; C#; JavaScript; TensorFlow; React; HTML/CSS,2026-08-24T03:27:59.167Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/WesternDigital/744000145156358
greenhouse:towerresearchcapital:8138524,Tower Research Capital,Quantitative Developer Intern,Not stated,True,,Internship,,Quant,Singapore,unknown,38,,Python; C++; Bash; Pandas,2026-08-18T03:02:39-04:00,exact,2026-09-06T08:57:42Z,https://www.tower-research.com/open-positions/?gh_jid=8138524
workday:pg:/job/SINGAPORE-GENERAL-OFFICE/Data-Science-Intern--Semester-2026----P-G-Management-Internship-Program---Bachelor-s-Degree-or-above_R000157419,Procter & Gamble (P&G),Data Science Intern (Semester 2026) - P&G Management Internship Program - Bachelor's Degree or above,Fall 2026,False,,Internship,,Data & ML/AI,SINGAPORE GENERAL OFFICE,unknown,,,Python,2026-08-16T00:00:00Z,date_only,2026-09-06T08:57:42Z,https://pg.wd5.myworkdayjobs.com/1000/job/SINGAPORE-GENERAL-OFFICE/Data-Science-Intern--Semester-2026----P-G-Management-Internship-Program---Bachelor-s-Degree-or-above_R000157419
greenhouse:drweng:8127242,DRW,Software Engineer Intern (Data Engineering),Not stated,True,,Internship,,Data & ML/AI,Singapore,unknown,31,,Python; Pandas; Kubernetes; PostgreSQL,2026-08-13T01:02:11-04:00,exact,2026-09-06T08:57:42Z,https://job-boards.greenhouse.io/drweng/jobs/8127242
smartrecruiters:BoschGroup:744000143206979,Bosch,[Internship Program Q4] Embedded Software Intern (C/C++/Linux),Fall 2026,False,,Internship,,Software,"Ho Chi Minh, , Vietnam",unknown,188,,C++; Python,2026-08-13T01:14:28.701Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000143206979
smartrecruiters:BoschGroup:744000143222859,Bosch,"[BD] Internship - SAP Developer (JS, Java, ABAP, Fiori, BTP)",Not stated,True,,Internship,,Software,"Ho Chi Minh city, , Vietnam",unknown,188,,Java; JavaScript; Node.js; HTML/CSS; Spring; Git,2026-08-13T03:10:09.667Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000143222859
smartrecruiters:BoschGroup:744000142038898,Bosch,[Internship Program Q4] AI Engineer Intern,Fall 2026,False,,Internship,,Data & ML/AI,"Ho Chi Minh, , Vietnam",unknown,188,,Python; C++; PyTorch; TensorFlow; LLMs,2026-08-07T01:44:44.279Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000142038898
smartrecruiters:BoschGroup:744000142038969,Bosch,[Internship Program Q4] DevOps Intern,Fall 2026,False,,Internship,,Software,"Ho Chi Minh, , Vietnam",unknown,188,,Python; Git,2026-08-07T01:45:06.110Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000142038969
smartrecruiters:BoschGroup:744000142038989,Bosch,[Internship Program Q4] Fullstack Engineer Intern (Java/NodeJS/Python/Django/React/.NET),Fall 2026,False,,Internship,,Software,"Ho Chi Minh, , Vietnam",unknown,188,,Python; Java; Node.js; Django; JavaScript; Angular; HTML/CSS,2026-08-07T01:45:25.958Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000142038989
ashby:airwallex:6cdb0f39-234a-4234-b1f1-cb48a1fa2795,Airwallex,Software Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Software,SG - Singapore,unknown,,,Kotlin; LLMs; React; Kubernetes; Kafka,2026-08-05T03:32:45.901+00:00,exact,2026-09-06T08:57:42Z,https://jobs.ashbyhq.com/airwallex/6cdb0f39-234a-4234-b1f1-cb48a1fa2795
lever:shopback-2:1804a30e-2d2e-4631-9e85-614c91806ddf,Shopback 2,Software Engineer Intern (H1 2027),Summer 2027,False,,Internship,,Software,"Singapore, Singapore",unknown,,,,2026-08-03T07:09:01Z,exact,2026-09-06T08:57:42Z,https://jobs.lever.co/shopback-2/1804a30e-2d2e-4631-9e85-614c91806ddf
greenhouse:wehrtyou:7964062,Hudson River Trading,Algorithm Development (Quant Research & Trading) Internship – Summer 2027,Summer 2027,False,,Internship,,Quant,"London, United Kingdom; New York, NY, United States; Singapore",unknown,29,,Python; C++; MATLAB; Pandas,2026-07-13T11:39:48-04:00,exact,2026-08-07T00:49:01Z,https://www.hudsonrivertrading.com/careers/job/?gh_jid=7964062
greenhouse:wehrtyou:8052083,Hudson River Trading,Software Engineering Internship (C++ or Python) – Summer 2027,Summer 2027,False,,Internship,,Software,"Austin, TX, United States; Chicago, Illinois, United States; London, United Kingdom; New York, NY, United States; Singapore",unknown,29,,Python; C++,2026-07-13T11:35:06-04:00,exact,2026-07-13T18:00:59Z,https://www.hudsonrivertrading.com/careers/job/?gh_jid=8052083
lever:shopback-2:b216d68c-48b0-4fa5-8f1e-9e0375b993e1,Shopback 2,Data Analyst (Internship) (H1 2027),Summer 2027,False,,Internship,,Data & ML/AI,"Singapore, Singapore",unknown,,,Python; SQL; LLMs,2026-06-22T07:35:53Z,exact,2026-09-06T08:57:42Z,https://jobs.lever.co/shopback-2/b216d68c-48b0-4fa5-8f1e-9e0375b993e1
smartrecruiters:BoschGroup:744000119536647,Bosch,"Internship 2026, Data Analyst Engineer, Power Solutions (HmjP/TEF4)",Fall 2026,False,,Internship,,Data & ML/AI,"Hemaraj Eastern Seaboard Industrial Estate, RAYONG, Thailand",unknown,188,,Python; SQL; Tableau,2026-04-09T07:33:15.772Z,exact,2026-09-06T08:57:42Z,https://jobs.smartrecruiters.com/BoschGroup/744000119536647
greenhouse:squarepointcapital:6201998,Squarepoint Capital,Intern Software Developer - Singapore - 2027,Summer 2027,False,,Internship,,Software,Singapore,unknown,,,Python; Java; C++; Rust; Linux,2024-08-28T10:12:36-04:00,exact,2026-09-06T08:57:42Z,https://www.squarepoint-capital.com/open-opportunities?id=6201998&gh_jid=6201998
greenhouse:virtu:5513756002,Virtu Financial,2027 Internship – Software Engineer,Summer 2027,False,,Internship,,Software,Singapore,unknown,,,Python; Java; C++; JavaScript,2021-08-31T22:41:17-04:00,exact,2026-09-06T08:57:42Z,https://job-boards.greenhouse.io/virtu/jobs/5513756002
greenhouse:virtu:5208637002,Virtu Financial,2027 Internship - Quantitative Trading,Summer 2027,False,,Internship,,Quant,Singapore,unknown,,,Python; Java; C++; SQL,2021-04-16T02:41:31-04:00,exact,2026-09-06T08:57:42Z,https://job-boards.greenhouse.io/virtu/jobs/5208637002
